series_code,series_name,date,value,data_type,lag_time,release_schedule_eng,release_date
EIEXTHBM00152,Export Value Index (THB),2017-07-31,106.6100000,Index,1 Month,The last business day of the following month,2017-08-31
EIEXTHBM00152,Export Value Index (THB),2017-08-31,118.5200000,Index,1 Month,The last business day of the following month,2017-09-29
EIEXTHBM00152,Export Value Index (THB),2017-09-30,122.3300000,Index,1 Month,The last business day of the following month,2017-10-31
EIEXTHBM00152,Export Value Index (THB),2017-10-31,111.8700000,Index,1 Month,The last business day of the following month,2017-11-30
EIEXTHBM00152,Export Value Index (THB),2017-11-30,117.8700000,Index,1 Month,The last business day of the following month,2017-12-29
EIEXTHBM00152,Export Value Index (THB),2017-12-31,108.8900000,Index,1 Month,The last business day of the following month,2018-01-31
EIEXTHBM00152,Export Value Index (THB),2018-01-31,108.2600000,Index,1 Month,The last business day of the following month,2018-02-28
EIEXTHBM00152,Export Value Index (THB),2018-02-28,106.5800000,Index,1 Month,The last business day of the following month,2018-03-30
EIEXTHBM00152,Export Value Index (THB),2018-03-31,118.6100000,Index,1 Month,The last business day of the following month,2018-04-30
EIEXTHBM00152,Export Value Index (THB),2018-04-30,101.2400000,Index,1 Month,The last business day of the following month,2018-05-31
EIEXTHBM00152,Export Value Index (THB),2018-05-31,121.3800000,Index,1 Month,The last business day of the following month,2018-06-29
EIEXTHBM00152,Export Value Index (THB),2018-06-30,119.8000000,Index,1 Month,The last business day of the following month,2018-07-31
EIEXTHBM00152,Export Value Index (THB),2018-07-31,114.3100000,Index,1 Month,The last business day of the following month,2018-08-31
EIEXTHBM00152,Export Value Index (THB),2018-08-31,125.1400000,Index,1 Month,The last business day of the following month,2018-09-28
EIEXTHBM00152,Export Value Index (THB),2018-09-30,114.5500000,Index,1 Month,The last business day of the following month,2018-10-31
EIEXTHBM00152,Export Value Index (THB),2018-10-31,119.9500000,Index,1 Month,The last business day of the following month,2018-11-30
EIEXTHBM00152,Export Value Index (THB),2018-11-30,118.6300000,Index,1 Month,The last business day of the following month,2018-12-28
EIEXTHBM00152,Export Value Index (THB),2018-12-31,107.7600000,Index,1 Month,The last business day of the following month,2019-01-31
EIEXTHBM00152,Export Value Index (THB),2019-01-31,102.5600000,Index,1 Month,The last business day of the following month,2019-02-28
EIEXTHBM00152,Export Value Index (THB),2019-02-28,104.0200000,Index,1 Month,The last business day of the following month,2019-03-29
EIEXTHBM00152,Export Value Index (THB),2019-03-31,115.2200000,Index,1 Month,The last business day of the following month,2019-04-30
EIEXTHBM00152,Export Value Index (THB),2019-04-30,99.8300000,Index,1 Month,The last business day of the following month,2019-05-31
EIEXTHBM00152,Export Value Index (THB),2019-05-31,111.9400000,Index,1 Month,The last business day of the following month,2019-06-28
EIEXTHBM00152,Export Value Index (THB),2019-06-30,112.5000000,Index,1 Month,The last business day of the following month,2019-07-31
EIEXTHBM00152,Export Value Index (THB),2019-07-31,109.7000000,Index,1 Month,The last business day of the following month,2019-08-30
EIEXTHBM00152,Export Value Index (THB),2019-08-31,114.1200000,Index,1 Month,The last business day of the following month,2019-09-30
EIEXTHBM00152,Export Value Index (THB),2019-09-30,105.1000000,Index,1 Month,The last business day of the following month,2019-10-31
EIEXTHBM00152,Export Value Index (THB),2019-10-31,105.2000000,Index,1 Month,The last business day of the following month,2019-11-29
EIEXTHBM00152,Export Value Index (THB),2019-11-30,100.0000000,Index,1 Month,The last business day of the following month,2019-12-30
EIEXTHBM00152,Export Value Index (THB),2019-12-31,97.6500000,Index,1 Month,The last business day of the following month,2020-01-31
EIIMTHBM00155,Import Value Index (THB),2011-01-31,82.3000000,Index,1 Month,The last business day of the following month,2011-02-28
EIIMTHBM00155,Import Value Index (THB),2011-02-28,82.2800000,Index,1 Month,The last business day of the following month,2011-03-31
EIIMTHBM00155,Import Value Index (THB),2011-03-31,92.1100000,Index,1 Month,The last business day of the following month,2011-04-29
EIIMTHBM00155,Import Value Index (THB),2011-04-30,84.1100000,Index,1 Month,The last business day of the following month,2011-05-31
EIIMTHBM00155,Import Value Index (THB),2011-05-31,90.8200000,Index,1 Month,The last business day of the following month,2011-06-30
EIIMTHBM00155,Import Value Index (THB),2011-06-30,91.2100000,Index,1 Month,The last business day of the following month,2011-07-29
EIIMTHBM00155,Import Value Index (THB),2011-07-31,87.6900000,Index,1 Month,The last business day of the following month,2011-08-31
EIIMTHBM00155,Import Value Index (THB),2011-08-31,106.1200000,Index,1 Month,The last business day of the following month,2011-09-30
EIIMTHBM00155,Import Value Index (THB),2011-09-30,100.5900000,Index,1 Month,The last business day of the following month,2011-10-31
EIIMTHBM00155,Import Value Index (THB),2011-10-31,86.4500000,Index,1 Month,The last business day of the following month,2011-11-30
EIIMTHBM00155,Import Value Index (THB),2011-11-30,82.1200000,Index,1 Month,The last business day of the following month,2011-12-30
EIIMTHBM00155,Import Value Index (THB),2011-12-31,95.9100000,Index,1 Month,The last business day of the following month,2012-01-31
EIIMTHBM00155,Import Value Index (THB),2012-01-31,83.5400000,Index,1 Month,The last business day of the following month,2012-02-29
EIIMTHBM00155,Import Value Index (THB),2012-02-29,89.8600000,Index,1 Month,The last business day of the following month,2012-03-30
EIIMTHBM00155,Import Value Index (THB),2012-03-31,116.0300000,Index,1 Month,The last business day of the following month,2012-04-30
EIIMTHBM00155,Import Value Index (THB),2012-04-30,96.1900000,Index,1 Month,The last business day of the following month,2012-05-31
EIIMTHBM00155,Import Value Index (THB),2012-05-31,111.5200000,Index,1 Month,The last business day of the following month,2012-06-29
EIIMTHBM00155,Import Value Index (THB),2012-06-30,100.8800000,Index,1 Month,The last business day of the following month,2012-07-31
EIIMTHBM00155,Import Value Index (THB),2012-07-31,103.7500000,Index,1 Month,The last business day of the following month,2012-08-31
EIIMTHBM00155,Import Value Index (THB),2012-08-31,100.9600000,Index,1 Month,The last business day of the following month,2012-09-28
EIIMTHBM00155,Import Value Index (THB),2012-09-30,96.6800000,Index,1 Month,The last business day of the following month,2012-10-31
EIIMTHBM00155,Import Value Index (THB),2012-10-31,106.0300000,Index,1 Month,The last business day of the following month,2012-11-30
EIIMTHBM00155,Import Value Index (THB),2012-11-30,97.6800000,Index,1 Month,The last business day of the following month,2012-12-28
EIIMTHBM00155,Import Value Index (THB),2012-12-31,96.8800000,Index,1 Month,The last business day of the following month,2013-01-31
EIIMTHBM00155,Import Value Index (THB),2013-01-31,111.7300000,Index,1 Month,The last business day of the following month,2013-02-28
EIIMTHBM00155,Import Value Index (THB),2013-02-28,92.2900000,Index,1 Month,The last business day of the following month,2013-03-29
EIIMTHBM00155,Import Value Index (THB),2013-03-31,98.1900000,Index,1 Month,The last business day of the following month,2013-04-30
EIIMTHBM00155,Import Value Index (THB),2013-04-30,98.1900000,Index,1 Month,The last business day of the following month,2013-05-31
EIIMTHBM00155,Import Value Index (THB),2013-05-31,100.2900000,Index,1 Month,The last business day of the following month,2013-06-28
EIIMTHBM00155,Import Value Index (THB),2013-06-30,99.1000000,Index,1 Month,The last business day of the following month,2013-07-31
EIIMTHBM00155,Import Value Index (THB),2013-07-31,98.0800000,Index,1 Month,The last business day of the following month,2013-08-30
EIIMTHBM00155,Import Value Index (THB),2013-08-31,100.1200000,Index,1 Month,The last business day of the following month,2013-09-30
EIIMTHBM00155,Import Value Index (THB),2013-09-30,93.8000000,Index,1 Month,The last business day of the following month,2013-10-31
EIIMTHBM00155,Import Value Index (THB),2013-10-31,103.1000000,Index,1 Month,The last business day of the following month,2013-11-29
EIIMTHBM00155,Import Value Index (THB),2013-11-30,95.2100000,Index,1 Month,The last business day of the following month,2013-12-30
EIIMTHBM00155,Import Value Index (THB),2013-12-31,93.5700000,Index,1 Month,The last business day of the following month,2014-01-31
EIIMTHBM00155,Import Value Index (THB),2014-01-31,108.1800000,Index,1 Month,The last business day of the following month,2014-02-28
EIIMTHBM00155,Import Value Index (THB),2014-02-28,82.8400000,Index,1 Month,The last business day of the following month,2014-03-31
EIIMTHBM00155,Import Value Index (THB),2014-03-31,93.8600000,Index,1 Month,The last business day of the following month,2014-04-30
EIIMTHBM00155,Import Value Index (THB),2014-04-30,94.9000000,Index,1 Month,The last business day of the following month,2014-05-30
EIIMTHBM00155,Import Value Index (THB),2014-05-31,101.8400000,Index,1 Month,The last business day of the following month,2014-06-30
EIIMTHBM00155,Import Value Index (THB),2014-06-30,90.2600000,Index,1 Month,The last business day of the following month,2014-07-31
EIIMTHBM00155,Import Value Index (THB),2014-07-31,98.1400000,Index,1 Month,The last business day of the following month,2014-08-29
EIIMTHBM00155,Import Value Index (THB),2014-08-31,93.3300000,Index,1 Month,The last business day of the following month,2014-09-30
EIIMTHBM00155,Import Value Index (THB),2014-09-30,105.3300000,Index,1 Month,The last business day of the following month,2014-10-31
EIIMTHBM00155,Import Value Index (THB),2014-10-31,102.1700000,Index,1 Month,The last business day of the following month,2014-11-28
EIIMTHBM00155,Import Value Index (THB),2014-11-30,94.8500000,Index,1 Month,The last business day of the following month,2014-12-30
EIIMTHBM00155,Import Value Index (THB),2014-12-31,88.0900000,Index,1 Month,The last business day of the following month,2015-01-30
EIIMTHBM00155,Import Value Index (THB),2015-01-31,92.1500000,Index,1 Month,The last business day of the following month,2015-02-27
EIIMTHBM00155,Import Value Index (THB),2015-02-28,84.4500000,Index,1 Month,The last business day of the following month,2015-03-31
EIIMTHBM00155,Import Value Index (THB),2015-03-31,88.9900000,Index,1 Month,The last business day of the following month,2015-04-30
EIIMTHBM00155,Import Value Index (THB),2015-04-30,87.5900000,Index,1 Month,The last business day of the following month,2015-05-29
EIIMTHBM00155,Import Value Index (THB),2015-05-31,84.4500000,Index,1 Month,The last business day of the following month,2015-06-30
EIIMTHBM00155,Import Value Index (THB),2015-06-30,94.6800000,Index,1 Month,The last business day of the following month,2015-07-31
EIIMTHBM00155,Import Value Index (THB),2015-07-31,94.4800000,Index,1 Month,The last business day of the following month,2015-08-31
EIIMTHBM00155,Import Value Index (THB),2015-08-31,93.1900000,Index,1 Month,The last business day of the following month,2015-09-30
EIIMTHBM00155,Import Value Index (THB),2015-09-30,93.6200000,Index,1 Month,The last business day of the following month,2015-10-30
EIIMTHBM00155,Import Value Index (THB),2015-10-31,89.3900000,Index,1 Month,The last business day of the following month,2015-11-30
EIIMTHBM00155,Import Value Index (THB),2015-11-30,95.3700000,Index,1 Month,The last business day of the following month,2015-12-30
EIIMTHBM00155,Import Value Index (THB),2015-12-31,88.6000000,Index,1 Month,The last business day of the following month,2016-01-29
EIIMTHBM00155,Import Value Index (THB),2016-01-31,83.7500000,Index,1 Month,The last business day of the following month,2016-02-29
EIIMTHBM00155,Import Value Index (THB),2016-02-29,76.6500000,Index,1 Month,The last business day of the following month,2016-03-31
EIIMTHBM00155,Import Value Index (THB),2016-03-31,87.1400000,Index,1 Month,The last business day of the following month,2016-04-29
EIIMTHBM00155,Import Value Index (THB),2016-04-30,81.5900000,Index,1 Month,The last business day of the following month,2016-05-31
EIIMTHBM00155,Import Value Index (THB),2016-05-31,89.3900000,Index,1 Month,The last business day of the following month,2016-06-30
EIIMTHBM00155,Import Value Index (THB),2016-06-30,89.5700000,Index,1 Month,The last business day of the following month,2016-07-29
EIIMTHBM00155,Import Value Index (THB),2016-07-31,87.4900000,Index,1 Month,The last business day of the following month,2016-08-31
EIIMTHBM00155,Import Value Index (THB),2016-08-31,90.7900000,Index,1 Month,The last business day of the following month,2016-09-30
EIIMTHBM00155,Import Value Index (THB),2016-09-30,91.1000000,Index,1 Month,The last business day of the following month,2016-10-31
EIIMTHBM00155,Import Value Index (THB),2016-10-31,93.7900000,Index,1 Month,The last business day of the following month,2016-11-30
EIIMTHBM00155,Import Value Index (THB),2016-11-30,95.8500000,Index,1 Month,The last business day of the following month,2016-12-30
EIIMTHBM00155,Import Value Index (THB),2016-12-31,96.7400000,Index,1 Month,The last business day of the following month,2017-01-31
EIIMTHBM00155,Import Value Index (THB),2017-01-31,90.8100000,Index,1 Month,The last business day of the following month,2017-02-28
EIIMTHBM00155,Import Value Index (THB),2017-02-28,84.7800000,Index,1 Month,The last business day of the following month,2017-03-31
EIIMTHBM00155,Import Value Index (THB),2017-03-31,102.9600000,Index,1 Month,The last business day of the following month,2017-04-28
EIIMTHBM00155,Import Value Index (THB),2017-04-30,86.9200000,Index,1 Month,The last business day of the following month,2017-05-31
EIIMTHBM00155,Import Value Index (THB),2017-05-31,101.7500000,Index,1 Month,The last business day of the following month,2017-06-30
EIIMTHBM00155,Import Value Index (THB),2017-06-30,96.4500000,Index,1 Month,The last business day of the following month,2017-07-31
EIIMTHBM00155,Import Value Index (THB),2017-07-31,99.0800000,Index,1 Month,The last business day of the following month,2017-08-31
EIIMTHBM00155,Import Value Index (THB),2017-08-31,98.9100000,Index,1 Month,The last business day of the following month,2017-09-29
EIIMTHBM00155,Import Value Index (THB),2017-09-30,92.2600000,Index,1 Month,The last business day of the following month,2017-10-31
EIIMTHBM00155,Import Value Index (THB),2017-10-31,101.7500000,Index,1 Month,The last business day of the following month,2017-11-30
EIIMTHBM00155,Import Value Index (THB),2017-11-30,99.2800000,Index,1 Month,The last business day of the following month,2017-12-29
EIIMTHBM00155,Import Value Index (THB),2017-12-31,101.3500000,Index,1 Month,The last business day of the following month,2018-01-31
EIIMTHBM00155,Import Value Index (THB),2018-01-31,100.3800000,Index,1 Month,The last business day of the following month,2018-02-28
EIIMTHBM00155,Import Value Index (THB),2018-02-28,93.1300000,Index,1 Month,The last business day of the following month,2018-03-30
EIIMTHBM00155,Import Value Index (THB),2018-03-31,100.6800000,Index,1 Month,The last business day of the following month,2018-04-30
EIIMTHBM00155,Import Value Index (THB),2018-04-30,99.0000000,Index,1 Month,The last business day of the following month,2018-05-31
EIIMTHBM00155,Import Value Index (THB),2018-05-31,105.3700000,Index,1 Month,The last business day of the following month,2018-06-29
EIIMTHBM00155,Import Value Index (THB),2018-06-30,103.0000000,Index,1 Month,The last business day of the following month,2018-07-31
EIIMTHBM00155,Import Value Index (THB),2018-07-31,108.2200000,Index,1 Month,The last business day of the following month,2018-08-31
EIIMTHBM00155,Import Value Index (THB),2018-08-31,121.2600000,Index,1 Month,The last business day of the following month,2018-09-28
EIIMTHBM00155,Import Value Index (THB),2018-09-30,102.6800000,Index,1 Month,The last business day of the following month,2018-10-31
EIIMTHBM00155,Import Value Index (THB),2018-10-31,112.6900000,Index,1 Month,The last business day of the following month,2018-11-30
EIIMTHBM00155,Import Value Index (THB),2018-11-30,114.3100000,Index,1 Month,The last business day of the following month,2018-12-28
EIIMTHBM00155,Import Value Index (THB),2018-12-31,93.7500000,Index,1 Month,The last business day of the following month,2019-01-31
EIIMTHBM00155,Import Value Index (THB),2019-01-31,104.3800000,Index,1 Month,The last business day of the following month,2019-02-28
EIIMTHBM00155,Import Value Index (THB),2019-02-28,85.6600000,Index,1 Month,The last business day of the following month,2019-03-29
EIIMTHBM00155,Import Value Index (THB),2019-03-31,96.3200000,Index,1 Month,The last business day of the following month,2019-04-30
EIIMTHBM00155,Import Value Index (THB),2019-04-30,99.7800000,Index,1 Month,The last business day of the following month,2019-05-31
EIIMTHBM00155,Import Value Index (THB),2019-05-31,103.7400000,Index,1 Month,The last business day of the following month,2019-06-28
EIIMTHBM00155,Import Value Index (THB),2019-06-30,88.7500000,Index,1 Month,The last business day of the following month,2019-07-31
EIIMTHBM00155,Import Value Index (THB),2019-07-31,100.7300000,Index,1 Month,The last business day of the following month,2019-08-30
EIIMTHBM00155,Import Value Index (THB),2019-08-31,94.8800000,Index,1 Month,The last business day of the following month,2019-09-30
EIIMTHBM00155,Import Value Index (THB),2019-09-30,91.4500000,Index,1 Month,The last business day of the following month,2019-10-31
EIIMTHBM00155,Import Value Index (THB),2019-10-31,94.4500000,Index,1 Month,The last business day of the following month,2019-11-29
EIIMTHBM00155,Import Value Index (THB),2019-11-30,90.1400000,Index,1 Month,The last business day of the following month,2019-12-30
EIIMTHBM00155,Import Value Index (THB),2019-12-31,87.7000000,Index,1 Month,The last business day of the following month,2020-01-31
EITRADERETM00384,Retail Sales Index,2011-01-31,189.3800000,Index,2 Months,The last business day of the second month after the reference period,2011-03-31
EITRADERETM00384,Retail Sales Index,2011-02-28,184.9500000,Index,2 Months,The last business day of the second month after the reference period,2011-04-29
EITRADERETM00384,Retail Sales Index,2011-03-31,212.3000000,Index,2 Months,The last business day of the second month after the reference period,2011-05-31
EITRADERETM00384,Retail Sales Index,2011-04-30,179.8100000,Index,2 Months,The last business day of the second month after the reference period,2011-06-30
EITRADERETM00384,Retail Sales Index,2011-05-31,185.3500000,Index,2 Months,The last business day of the second month after the reference period,2011-07-29
EITRADERETM00384,Retail Sales Index,2011-06-30,198.6500000,Index,2 Months,The last business day of the second month after the reference period,2011-08-31
EITRADERETM00384,Retail Sales Index,2011-07-31,195.8100000,Index,2 Months,The last business day of the second month after the reference period,2011-09-30
EITRADERETM00384,Retail Sales Index,2011-08-31,204.5600000,Index,2 Months,The last business day of the second month after the reference period,2011-10-31
EITRADERETM00384,Retail Sales Index,2011-09-30,205.7500000,Index,2 Months,The last business day of the second month after the reference period,2011-11-30
EITRADERETM00384,Retail Sales Index,2011-10-31,168.7500000,Index,2 Months,The last business day of the second month after the reference period,2011-12-30
EITRADERETM00384,Retail Sales Index,2011-11-30,156.3100000,Index,2 Months,The last business day of the second month after the reference period,2012-01-31
EITRADERETM00384,Retail Sales Index,2011-12-31,200.9000000,Index,2 Months,The last business day of the second month after the reference period,2012-02-29
EITRADERETM00384,Retail Sales Index,2012-01-31,198.9300000,Index,2 Months,The last business day of the second month after the reference period,2012-03-30
EITRADERETM00384,Retail Sales Index,2012-02-29,214.4800000,Index,2 Months,The last business day of the second month after the reference period,2012-04-30
EITRADERETM00384,Retail Sales Index,2012-03-31,234.1100000,Index,2 Months,The last business day of the second month after the reference period,2012-05-31
EITRADERETM00384,Retail Sales Index,2012-04-30,201.2100000,Index,2 Months,The last business day of the second month after the reference period,2012-06-29
EITRADERETM00384,Retail Sales Index,2012-05-31,230.9400000,Index,2 Months,The last business day of the second month after the reference period,2012-07-31
EITRADERETM00384,Retail Sales Index,2012-06-30,226.9900000,Index,2 Months,The last business day of the second month after the reference period,2012-08-31
EITRADERETM00384,Retail Sales Index,2012-07-31,230.0900000,Index,2 Months,The last business day of the second month after the reference period,2012-09-28
EITRADERETM00384,Retail Sales Index,2012-08-31,231.9200000,Index,2 Months,The last business day of the second month after the reference period,2012-10-31
EITRADERETM00384,Retail Sales Index,2012-09-30,227.6600000,Index,2 Months,The last business day of the second month after the reference period,2012-11-30
EITRADERETM00384,Retail Sales Index,2012-10-31,234.6900000,Index,2 Months,The last business day of the second month after the reference period,2012-12-28
EITRADERETM00384,Retail Sales Index,2012-11-30,238.2500000,Index,2 Months,The last business day of the second month after the reference period,2013-01-31
EITRADERETM00384,Retail Sales Index,2012-12-31,244.0700000,Index,2 Months,The last business day of the second month after the reference period,2013-02-28
EITRADERETM00384,Retail Sales Index,2013-01-31,234.8100000,Index,2 Months,The last business day of the second month after the reference period,2013-03-29
EITRADERETM00384,Retail Sales Index,2013-02-28,224.0600000,Index,2 Months,The last business day of the second month after the reference period,2013-04-30
EITRADERETM00384,Retail Sales Index,2013-03-31,253.6300000,Index,2 Months,The last business day of the second month after the reference period,2013-05-31
EITRADERETM00384,Retail Sales Index,2013-04-30,216.4800000,Index,2 Months,The last business day of the second month after the reference period,2013-06-28
EITRADERETM00384,Retail Sales Index,2013-05-31,236.0600000,Index,2 Months,The last business day of the second month after the reference period,2013-07-31
EITRADERETM00384,Retail Sales Index,2013-06-30,225.4400000,Index,2 Months,The last business day of the second month after the reference period,2013-08-30
EITRADERETM00384,Retail Sales Index,2013-07-31,220.7100000,Index,2 Months,The last business day of the second month after the reference period,2013-09-30
EITRADERETM00384,Retail Sales Index,2013-08-31,221.5600000,Index,2 Months,The last business day of the second month after the reference period,2013-10-31
EITRADERETM00384,Retail Sales Index,2013-09-30,217.1100000,Index,2 Months,The last business day of the second month after the reference period,2013-11-29
EITRADERETM00384,Retail Sales Index,2013-10-31,214.5800000,Index,2 Months,The last business day of the second month after the reference period,2013-12-30
EITRADERETM00384,Retail Sales Index,2013-11-30,216.4900000,Index,2 Months,The last business day of the second month after the reference period,2014-01-31
EITRADERETM00384,Retail Sales Index,2013-12-31,233.0400000,Index,2 Months,The last business day of the second month after the reference period,2014-02-28
EITRADERETM00384,Retail Sales Index,2014-01-31,212.7600000,Index,2 Months,The last business day of the second month after the reference period,2014-03-31
EITRADERETM00384,Retail Sales Index,2014-02-28,206.7400000,Index,2 Months,The last business day of the second month after the reference period,2014-04-30
EITRADERETM00384,Retail Sales Index,2014-03-31,231.5500000,Index,2 Months,The last business day of the second month after the reference period,2014-05-30
EITRADERETM00384,Retail Sales Index,2014-04-30,205.7900000,Index,2 Months,The last business day of the second month after the reference period,2014-06-30
EITRADERETM00384,Retail Sales Index,2014-05-31,214.2500000,Index,2 Months,The last business day of the second month after the reference period,2014-07-31
EITRADERETM00384,Retail Sales Index,2014-06-30,210.5900000,Index,2 Months,The last business day of the second month after the reference period,2014-08-29
EITRADERETM00384,Retail Sales Index,2014-07-31,208.8900000,Index,2 Months,The last business day of the second month after the reference period,2014-09-30
EITRADERETM00384,Retail Sales Index,2014-08-31,203.5900000,Index,2 Months,The last business day of the second month after the reference period,2014-10-31
EITRADERETM00384,Retail Sales Index,2014-09-30,214.8100000,Index,2 Months,The last business day of the second month after the reference period,2014-11-28
EITRADERETM00384,Retail Sales Index,2014-10-31,210.3400000,Index,2 Months,The last business day of the second month after the reference period,2014-12-30
EITRADERETM00384,Retail Sales Index,2014-11-30,205.9200000,Index,2 Months,The last business day of the second month after the reference period,2015-01-30
EITRADERETM00384,Retail Sales Index,2014-12-31,231.0000000,Index,2 Months,The last business day of the second month after the reference period,2015-02-27
EITRADERETM00384,Retail Sales Index,2015-01-31,206.8400000,Index,2 Months,The last business day of the second month after the reference period,2015-03-31
EITRADERETM00384,Retail Sales Index,2015-02-28,203.5800000,Index,2 Months,The last business day of the second month after the reference period,2015-04-30
EITRADERETM00384,Retail Sales Index,2015-03-31,225.3500000,Index,2 Months,The last business day of the second month after the reference period,2015-05-29
EITRADERETM00384,Retail Sales Index,2015-04-30,198.8000000,Index,2 Months,The last business day of the second month after the reference period,2015-06-30
EITRADERETM00384,Retail Sales Index,2015-05-31,205.3500000,Index,2 Months,The last business day of the second month after the reference period,2015-07-31
EITRADERETM00384,Retail Sales Index,2015-06-30,212.5800000,Index,2 Months,The last business day of the second month after the reference period,2015-08-31
EITRADERETM00384,Retail Sales Index,2015-07-31,208.3900000,Index,2 Months,The last business day of the second month after the reference period,2015-09-30
EITRADERETM00384,Retail Sales Index,2015-08-31,206.2200000,Index,2 Months,The last business day of the second month after the reference period,2015-10-30
EITRADERETM00384,Retail Sales Index,2015-09-30,210.3500000,Index,2 Months,The last business day of the second month after the reference period,2015-11-30
EITRADERETM00384,Retail Sales Index,2015-10-31,213.5800000,Index,2 Months,The last business day of the second month after the reference period,2015-12-30
EITRADERETM00384,Retail Sales Index,2015-11-30,217.0700000,Index,2 Months,The last business day of the second month after the reference period,2016-01-29
EITRADERETM00384,Retail Sales Index,2015-12-31,246.9100000,Index,2 Months,The last business day of the second month after the reference period,2016-02-29
EITRADERETM00384,Retail Sales Index,2016-01-31,203.1700000,Index,2 Months,The last business day of the second month after the reference period,2016-03-31
EITRADERETM00384,Retail Sales Index,2016-02-29,208.0100000,Index,2 Months,The last business day of the second month after the reference period,2016-04-29
EITRADERETM00384,Retail Sales Index,2016-03-31,233.9600000,Index,2 Months,The last business day of the second month after the reference period,2016-05-31
EITRADERETM00384,Retail Sales Index,2016-04-30,199.8900000,Index,2 Months,The last business day of the second month after the reference period,2016-06-30
EITRADERETM00384,Retail Sales Index,2016-05-31,215.2500000,Index,2 Months,The last business day of the second month after the reference period,2016-07-29
EITRADERETM00384,Retail Sales Index,2016-06-30,218.1700000,Index,2 Months,The last business day of the second month after the reference period,2016-08-31
EITRADERETM00384,Retail Sales Index,2016-07-31,207.4200000,Index,2 Months,The last business day of the second month after the reference period,2016-09-30
EITRADERETM00384,Retail Sales Index,2016-08-31,213.1500000,Index,2 Months,The last business day of the second month after the reference period,2016-10-31
EITRADERETM00384,Retail Sales Index,2016-09-30,211.6000000,Index,2 Months,The last business day of the second month after the reference period,2016-11-30
EITRADERETM00384,Retail Sales Index,2016-10-31,206.2900000,Index,2 Months,The last business day of the second month after the reference period,2016-12-30
EITRADERETM00384,Retail Sales Index,2016-11-30,218.1700000,Index,2 Months,The last business day of the second month after the reference period,2017-01-31
EITRADERETM00384,Retail Sales Index,2016-12-31,245.4700000,Index,2 Months,The last business day of the second month after the reference period,2017-02-28
EITRADERETM00384,Retail Sales Index,2017-01-31,214.8200000,Index,2 Months,The last business day of the second month after the reference period,2017-03-31
EITRADERETM00384,Retail Sales Index,2017-02-28,213.2600000,Index,2 Months,The last business day of the second month after the reference period,2017-04-28
EITRADERETM00384,Retail Sales Index,2017-03-31,250.5100000,Index,2 Months,The last business day of the second month after the reference period,2017-05-31
EITRADERETM00384,Retail Sales Index,2017-04-30,207.4900000,Index,2 Months,The last business day of the second month after the reference period,2017-06-30
EITRADERETM00384,Retail Sales Index,2017-05-31,231.7600000,Index,2 Months,The last business day of the second month after the reference period,2017-07-31
EITRADERETM00384,Retail Sales Index,2017-06-30,230.2500000,Index,2 Months,The last business day of the second month after the reference period,2017-08-31
EITRADERETM00384,Retail Sales Index,2017-07-31,221.3500000,Index,2 Months,The last business day of the second month after the reference period,2017-09-29
EITRADERETM00384,Retail Sales Index,2017-08-31,233.7500000,Index,2 Months,The last business day of the second month after the reference period,2017-10-31
EITRADERETM00384,Retail Sales Index,2017-09-30,231.9900000,Index,2 Months,The last business day of the second month after the reference period,2017-11-30
EITRADERETM00384,Retail Sales Index,2017-10-31,218.3200000,Index,2 Months,The last business day of the second month after the reference period,2017-12-29
EITRADERETM00384,Retail Sales Index,2017-11-30,233.9400000,Index,2 Months,The last business day of the second month after the reference period,2018-01-31
EITRADERETM00384,Retail Sales Index,2017-12-31,256.0400000,Index,2 Months,The last business day of the second month after the reference period,2018-02-28
EITRADERETM00384,Retail Sales Index,2018-01-31,236.0900000,Index,2 Months,The last business day of the second month after the reference period,2018-03-30
EITRADERETM00384,Retail Sales Index,2018-02-28,230.2700000,Index,2 Months,The last business day of the second month after the reference period,2018-04-30
EITRADERETM00384,Retail Sales Index,2018-03-31,260.0700000,Index,2 Months,The last business day of the second month after the reference period,2018-05-31
EITRADERETM00384,Retail Sales Index,2018-04-30,223.5700000,Index,2 Months,The last business day of the second month after the reference period,2018-06-29
EITRADERETM00384,Retail Sales Index,2018-05-31,246.4300000,Index,2 Months,The last business day of the second month after the reference period,2018-07-31
EITRADERETM00384,Retail Sales Index,2018-06-30,247.4600000,Index,2 Months,The last business day of the second month after the reference period,2018-08-31
EITRADERETM00384,Retail Sales Index,2018-07-31,256.6700000,Index,2 Months,The last business day of the second month after the reference period,2018-09-28
EITRADERETM00384,Retail Sales Index,2018-08-31,273.1200000,Index,2 Months,The last business day of the second month after the reference period,2018-10-31
EITRADERETM00384,Retail Sales Index,2018-09-30,255.8300000,Index,2 Months,The last business day of the second month after the reference period,2018-11-30
EITRADERETM00384,Retail Sales Index,2018-10-31,262.8200000,Index,2 Months,The last business day of the second month after the reference period,2018-12-28
EITRADERETM00384,Retail Sales Index,2018-11-30,265.2800000,Index,2 Months,The last business day of the second month after the reference period,2019-01-31
EITRADERETM00384,Retail Sales Index,2018-12-31,283.2900000,Index,2 Months,The last business day of the second month after the reference period,2019-02-28
EITRADERETM00384,Retail Sales Index,2019-01-31,259.0900000,Index,2 Months,The last business day of the second month after the reference period,2019-03-29
